,Year-Quarter,Year,Quarter,Ticker,Security,Sector,Sub_Sector,Price,Stock_Price_Prev_Quarter,Stock_Price_Change_Ratio,EPS,PE_Ratio,Total_Debt,Total_Equity,Debt_to_Equity_Ratio,Net_Income,Return_on_Equity,Dividends,Dividend_Yield_Percent,Total_Return,Total_Return_Annualized,Date_Added,Founded,Dividend_Payer,Industry_PE,PE_vs_Industry,Year-Quarter_After_3Y,Year-Quarter_After_5Y,PE_ratio_After_3Y,PE_ratio_After_5Y,Price_After_3Y,Price_After_5Y,Price_Change_After_3Y,Price_Change_After_5Y,Dividends_After_3Y,Dividends_After_5Y,Dividend_Yield_After_3Y,Dividend_Yield_After_5Y,Total_Return_After_3Y,Total_Return_After_5Y,CAGR_3Y,CAGR_5Y,PE_Category,D/E_Category,ROE_Segment,Value_Investing,Investment_Type
8010,2017-04-01,2017,2,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",94.2,88.16,0.0685117967332125,2.9,32.48,18980000000.0,4900000000.0,3.87,1200000000.0,0.2261,0.33,0.003743194192377496,0.07225499092559,0.3218808332863068,1998-05-29,1927,1,32.119375,1.011227646864237,2020-Q2,2022-Q2,60.51,25.09,83.5,132.71,-0.113588110403397,0.4088110403397027,4.550000000000001,4.85,0.048301486199575375,0.051486199575371545,-0.0652866242038217,0.4602972399150742,-2.225376452598593,7.866913710547596,3_Expensive,Highly Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
8011,2017-07-01,2017,3,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",103.88,94.2,0.10276008492569,3.68,28.23,19720000000.0,4510000000.0,4.37,1620000000.0,0.3243999999999999,0.33,0.0035031847133757963,0.1062632696390658,0.4977315294208198,1998-05-29,1927,1,30.2965625,0.9317888786887951,2020-Q3,2022-Q3,170.13,20.88,90.17,136.99,-0.13197920677705044,0.31873315363881427,4.220000000000001,4.819999999999999,0.04062379668848672,0.046399691952252596,-0.09135541008856363,0.36513284559106673,-3.142925270490149,6.422874033888104,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8012,2017-10-01,2017,4,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",128.21,103.88,0.23421255294570664,3.6,35.61,20260000000.0,3580000000.0,5.66,1460000000.0,0.3213,0.33,0.0031767423950712363,0.23738929534077788,1.3443660227966086,1998-05-29,1927,1,26.8003125,1.3287158498618252,2020-Q4,2022-Q4,0.0,20.1,128.49,145.9,0.0021839170111535022,0.1379767568832384,3.8899999999999997,4.89,0.03034084704781218,0.03814055065907495,0.03252476405896565,0.17611730754231325,1.0726126875659991,3.297575476747716,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8013,2018-01-01,2018,1,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",128.75,128.21,0.004211839950081897,3.75,34.33,20920000000.0,3570000000.0,5.87,1510000000.0,0.3642,0.33,0.002573902191716715,0.006785742141798612,0.02742049829912152,1998-05-29,1927,1,29.663125,1.157329175533596,2021-Q1,2023-Q1,0.0,19.07,128.49,163.08,-0.0020194174757280914,0.2666407766990293,3.5599999999999996,4.96,0.0276504854368932,0.038524271844660195,0.0256310679611651,0.3051650485436894,0.8471716665473972,5.47100566662726,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8014,2018-04-01,2018,2,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",120.22,128.75,-0.066252427184466,4.38,27.45,21000000000.0,2840000000.0,7.39,1690000000.0,0.4650999999999999,0.41,0.0031844660194174754,-0.06306796116504852,-0.22939404560946342,1998-05-29,1927,1,32.820625,0.8363643288328604,2021-Q2,2023-Q2,359.37,20.4,132.97,180.97,0.10605556479787048,0.5053235734486774,3.15,5.069999999999999,0.026201963067709198,0.04217268341374147,0.13225752786557976,0.5474962568624189,4.227360329887464,9.12541829627469,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8015,2018-07-01,2018,3,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",125.79,120.22,0.046331725170520865,4.72,26.65,21510000000.0,2320000000.0,9.26,1700000000.0,0.5536,0.41,0.003410414240558975,0.04974213941107984,0.21431266631612833,1998-05-29,1927,1,29.479062499999998,0.9040314630087032,2021-Q3,2023-Q3,81.95,20.56,144.24,194.13,0.14667302647269254,0.5432864297638922,2.7399999999999998,5.180000000000001,0.021782335638763015,0.04117974401780746,0.16845536211145573,0.5844661737816996,5.326432697233741,9.641910482492278,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8016,2018-10-01,2018,4,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",103.8,125.79,-0.17481516813737186,5.1,20.35,21470000000.0,2230000000.0,9.65,1910000000.0,0.6962,0.41,0.003259400588282057,-0.1715557675490898,-0.5289650686005805,1998-05-29,1927,1,23.3409375,0.8718587246120685,2021-Q4,2023-Q4,56.08,21.91,160.94,223.28,0.5504816955684009,1.151059730250482,2.33,5.29,0.022447013487475916,0.050963391136801546,0.5729287090558768,1.2020231213872834,16.297312756598558,17.102016838708998,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8017,2019-01-01,2019,1,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",119.99,103.8,0.15597302504816946,5.1,23.53,23140000000.0,1600000000.0,14.44,1860000000.0,0.8281999999999999,0.41,0.00394990366088632,0.15992292870905578,0.810158206875931,1998-05-29,1927,1,24.78,0.9495560936238903,2022-Q1,2024-Q1,37.95,25.84,171.18,250.35,0.4266188849070758,1.0864238686557215,1.92,5.4,0.016001333444453706,0.04500375031252605,0.4426202183515293,1.1314276189682473,12.99277418361906,16.341355052046723,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8018,2019-04-01,2019,2,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",135.1,119.99,0.1259271605967165,4.08,33.11,23650000000.0,1240000000.0,19.08,1430000000.0,0.7722,0.48,0.0040003333611134265,0.12992749395782993,0.6300551752723069,1998-05-29,1927,1,25.7975,1.2834576993894757,2022-Q2,2024-Q2,25.09,24.05,132.71,240.55,-0.01769059955588448,0.7805329385640267,1.74,5.55,0.012879348630643968,0.041080680977054036,-0.0048112509252403735,0.821613619541081,-0.16063292203774004,12.7434325140934,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8019,2019-07-01,2019,3,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",120.21,135.1,-0.11021465581051071,3.86,31.14,23970000000.0,840000000.0,28.61,1310000000.0,0.8879,0.48,0.003552923760177646,-0.10666173205033307,-0.36311099263390334,1998-05-29,1927,1,25.565625,1.218041804180418,2022-Q3,2024-Q3,20.88,25.95,136.99,248.05,0.13958905249147335,1.063472256883787,1.56,5.7,0.012977289742949838,0.04741702021462441,0.15256634223442322,1.1108892770984111,4.846831617642677,16.11627379681253,3_Expensive,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8041,2014-04-01,2014,2,MAS,Masco,Industrials,Building Products,17.0,16.88,0.007109004739336511,1.01,16.83,6330000000.0,900000000.0,7.01,370000000.0,0.466,0.144991,0.00858951421800948,0.01569851895734599,0.06428827274017301,1981-06-30,1929,1,18.459767441860464,0.9117124607883895,2017-Q2,2019-Q2,21.18,14.84,34.32,36.07,1.018823529411765,1.1217647058823528,1.007258,1.8872579999999999,0.05925047058823529,0.11101517647058823,1.078074,1.2327798823529412,27.610674120073874,17.42732887838987,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8042,2014-07-01,2014,3,MAS,Masco,Industrials,Building Products,18.32,17.0,0.0776470588235294,2.23,8.21,6020000000.0,1360000000.0,4.43,800000000.0,0.8358,0.0,0.0,0.0776470588235294,0.3486715362814141,1981-06-30,1929,1,19.205454545454543,0.427482722711351,2017-Q3,2019-Q3,20.91,16.78,35.13,38.44,0.9175764192139739,1.0982532751091703,1.107258,2.0072579999999998,0.06043984716157205,0.1095664847161572,0.9780162663755461,1.2078197598253273,25.528773715492758,17.163604241765128,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8043,2014-10-01,2014,4,MAS,Masco,Industrials,Building Products,19.37,18.32,0.057314410480349354,2.39,8.11,6080000000.0,1130000000.0,5.39,860000000.0,0.8173999999999999,0.079086,0.0043169213973799124,0.06163133187772927,0.2702666889257368,1981-06-30,1929,1,17.760454545454547,0.45663245719550577,2017-Q4,2019-Q4,24.04,13.7,39.67,44.4,1.0480123902942693,1.2922044398554462,1.133172,2.063172,0.05850139390810532,0.10651378420237478,1.1065137842023747,1.3987182240578213,28.190183271639224,19.12306164820532,0_Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8044,2015-01-01,2015,1,MAS,Masco,Industrials,Building Products,20.6,19.37,0.06350025813113058,2.36,8.73,6510000000.0,960000000.0,6.79,850000000.0,0.7785,0.079086,0.00408291171915333,0.06758316985028391,0.2989931908178547,1981-06-30,1929,1,16.490000000000002,0.5294117647058824,2018-Q1,2020-Q1,21.66,6.72,36.6,32.07,0.7766990291262135,0.5567961165048543,1.159086,2.119086,0.05626631067961165,0.10286825242718445,0.8329653398058252,0.659664368932039,22.382151603780255,10.663411415457746,0_Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8045,2015-04-01,2015,2,MAS,Masco,Industrials,Building Products,20.65,20.6,0.0024271844660193054,2.27,9.1,5740000000.0,130000000.0,43.8,810000000.0,0.9083,0.079086,0.003839126213592233,0.006266310679611538,0.025301828385617453,1981-06-30,1929,1,17.015454545454546,0.5348079286210397,2018-Q2,2020-Q2,18.06,9.74,33.95,46.74,0.6440677966101698,1.263438256658596,1.185,2.1750000000000003,0.057384987893462476,0.10532687651331721,0.7014527845036322,1.3687651331719128,19.382307039991133,18.82406356626205,0_Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8046,2015-07-01,2015,3,MAS,Masco,Industrials,Building Products,22.12,20.65,0.07118644067796631,1.08,20.48,5700000000.0,30000000.0,203.54,380000000.0,0.6768000000000001,0.09,0.004358353510895884,0.0755447941888622,0.33817838373565556,1981-06-30,1929,1,15.3775,1.3318159648837589,2018-Q3,2020-Q3,16.65,9.51,33.3,51.46,0.5054249547920433,1.3264014466546112,1.2,2.2199999999999998,0.054249547920433995,0.10036166365280287,0.5596745027124774,1.426763110307414,15.96973305443874,19.4003161992536,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8047,2015-10-01,2015,4,MAS,Masco,Industrials,Building Products,24.95,22.12,0.1279385171790235,1.02,24.46,5610000000.0,60000000.0,96.66,350000000.0,1.1905,0.095,0.004294755877034358,0.13223327305605784,0.6434014036397699,1981-06-30,1929,1,15.837272727272728,1.544457838241203,2018-Q4,2020-Q4,11.27,11.27,26.7,51.4,0.0701402805611222,1.0601202404809618,1.225,2.265,0.04909819639278558,0.09078156312625252,0.11923847695390788,1.1509018036072143,3.826339772381604,16.553177202542592,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8048,2016-01-01,2016,1,MAS,Masco,Industrials,Building Products,27.82,24.95,0.11503006012024053,1.16,23.99,6470000000.0,80000000.0,77.02,390000000.0,5.2359,0.095,0.003807615230460922,0.11883767535070146,0.5669975913431176,1981-06-30,1929,1,17.713409090909092,1.3543412155660195,2019-Q1,2021-Q1,15.73,18.86,36.03,56.19,0.2951114306254494,1.0197699496764918,1.25,2.31,0.04493170381020848,0.08303378864126527,0.3400431344356578,1.102803738317757,10.248560082130265,16.02718296238088,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8049,2016-04-01,2016,2,MAS,Masco,Industrials,Building Products,27.45,27.82,-0.013299784327821751,1.31,20.96,5250000000.0,70000000.0,75.06,440000000.0,7.3167,0.095,0.0034148094895758447,-0.009884974838245906,-0.03895747699130292,1981-06-30,1929,1,17.676363636363636,1.1857642460399096,2019-Q2,2021-Q2,14.84,27.88,36.07,55.48,0.3140255009107469,1.0211293260473586,1.2750000000000001,2.45,0.04644808743169399,0.08925318761384336,0.3604735883424408,1.1103825136612024,10.806024022854466,16.110698029847903,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8050,2016-07-01,2016,3,MAS,Masco,Industrials,Building Products,30.54,27.45,0.11256830601092904,1.39,21.97,5270000000.0,100000000.0,51.17,460000000.0,5.8667,0.095,0.0034608378870673953,0.11602914389799644,0.551322686067073,1981-06-30,1929,1,18.372954545454544,1.1957793693793992,2019-Q3,2021-Q3,16.78,28.69,38.44,52.51,0.25867714472822523,0.7193844138834316,1.3,2.59,0.042567125081859856,0.08480681074001309,0.301244269810085,0.8041912246234446,9.174097387867452,12.52694108230572,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8051,2016-10-01,2016,4,MAS,Masco,Industrials,Building Products,28.23,30.54,-0.07563850687622786,1.47,19.2,5240000000.0,-100000000.0,-50.87,490000000.0,12.6494,0.1,0.003274394237066143,-0.07236411263916172,-0.25952539761699744,1981-06-30,1929,1,18.33090909090909,1.0474112279309662,2019-Q4,2021-Q4,13.7,40.62,44.4,66.62,0.5727948990435705,1.3599008147360965,1.335,2.725,0.04729011689691817,0.0965285157633723,0.6200850159404887,1.4564293304994687,17.448083681562498,19.69082345463957,2_Fairly Valued,Negative Equity,High ROE (Strong profitability),0,Not_Value_Investing
8052,2017-01-01,2017,1,MAS,Masco,Industrials,Building Products,30.44,28.23,0.07828551186680843,1.58,19.26,5200000000.0,-60000000.0,-88.1,520000000.0,188.0,0.1,0.003542330853701736,0.08182784272051016,0.369722589746726,1981-06-30,1929,1,18.67818181818182,1.0311496154969337,2020-Q1,2022-Q1,6.72,21.42,32.07,48.63,0.05354796320630739,0.597568988173456,1.3699999999999999,2.905,0.0450065703022339,0.09543363994743757,0.09855453350854138,0.6930026281208936,3.182775776678004,11.104468580921,2_Fairly Valued,Negative Equity,High ROE (Strong profitability),0,Not_Value_Investing
8053,2017-04-01,2017,2,MAS,Masco,Industrials,Building Products,34.32,30.44,0.12746386333771342,1.62,21.18,5420000000.0,70000000.0,77.41,530000000.0,192.7273,0.1,0.0032851511169513796,0.1307490144546648,0.6348009129570082,1981-06-30,1929,1,32.27886363636364,0.6561569279080738,2020-Q2,2022-Q2,9.74,13.47,46.74,48.48,0.3618881118881119,0.4125874125874125,1.405,3.0850000000000004,0.04093822843822844,0.0898892773892774,0.40282634032634035,0.5024766899766899,11.944124454800885,8.48296549598846,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8054,2017-07-01,2017,3,MAS,Masco,Industrials,Building Products,35.13,34.32,0.02360139860139876,1.68,20.91,5420000000.0,60000000.0,90.38,550000000.0,-68.5,0.1,0.002913752913752914,0.026515151515151672,0.11035398615855607,1981-06-30,1929,1,20.920227272727274,0.9995111299416615,2020-Q3,2022-Q3,9.51,12.22,51.46,44.97,0.46484486194136054,0.2801024765157982,1.44,3.265,0.040990606319385135,0.09294050668943922,0.5058354682607455,0.37304298320523754,14.619675365290941,6.545920695459317,2_Fairly Valued,Extremely Leveraged,Negative ROE (Unprofitable),0,Not_Value_Investing
8055,2017-10-01,2017,4,MAS,Masco,Industrials,Building Products,39.67,35.13,0.12923427270139487,1.65,24.04,5350000000.0,180000000.0,29.24,530000000.0,8.315,0.105,0.0029888983774551663,0.13222317107885004,0.6433427536009984,1981-06-30,1929,1,23.850227272727274,1.0079568519453788,2020-Q4,2022-Q4,11.27,12.42,51.4,45.23,0.29568943786236446,0.1401562893874464,1.475,3.4400000000000004,0.03718174943282077,0.0867154020670532,0.3328711872951853,0.22687169145449948,10.05152372202227,4.174117281398448,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8056,2018-01-01,2018,1,MAS,Masco,Industrials,Building Products,36.6,39.67,-0.07738845475170153,1.69,21.66,5450000000.0,180000000.0,29.77,540000000.0,4.3468,0.105,0.002646836400302495,-0.07474161835139903,-0.267087528723584,1981-06-30,1929,1,24.06311111111111,0.9001329836356249,2021-Q1,2023-Q1,18.86,13.57,56.19,48.44,0.535245901639344,0.32349726775956267,1.51,3.62,0.04125683060109289,0.09890710382513661,0.576502732240437,0.42240437158469923,16.385330069450777,7.3012090828756815,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8057,2018-04-01,2018,2,MAS,Masco,Industrials,Building Products,33.95,36.6,-0.07240437158469937,1.88,18.06,5440000000.0,130000000.0,43.17,590000000.0,4.2464,0.105,0.0028688524590163933,-0.06953551912568297,-0.2504524362826476,1981-06-30,1929,1,18.83866666666667,0.9586665722981101,2021-Q2,2023-Q2,27.88,15.88,55.48,56.22,0.6341678939617081,0.6559646539027981,1.6400000000000001,3.8000000000000003,0.04830633284241532,0.11192930780559647,0.6824742268041235,0.7678939617083944,18.936769996445957,12.070482700612018,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8058,2018-07-01,2018,3,MAS,Masco,Industrials,Building Products,33.3,33.95,-0.019145802650957444,2.0,16.65,5400000000.0,210000000.0,26.1,610000000.0,3.5136000000000003,0.105,0.0030927835051546386,-0.016053019145802806,-0.06268236104717495,1981-06-30,1929,1,19.154222222222224,0.8692600413021787,2021-Q3,2023-Q3,28.69,14.34,52.51,52.62,0.576876876876877,0.5801801801801802,1.77,3.9800000000000004,0.05315315315315316,0.11951951951951954,0.6300300300300301,0.6996996996996996,17.687914915561564,11.192229817442968,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8059,2018-10-01,2018,4,MAS,Masco,Industrials,Building Products,26.7,33.3,-0.19819819819819817,2.37,11.27,5320000000.0,70000000.0,77.16,730000000.0,4.970899999999999,0.12,0.0036036036036036037,-0.19459459459459458,-0.57921702479136,1981-06-30,1929,1,15.478,0.7281302493862256,2021-Q4,2023-Q4,40.62,16.45,66.62,65.94,1.4951310861423224,1.4696629213483146,1.885,4.1450000000000005,0.07059925093632959,0.15524344569288392,1.565730337078652,1.6249063670411985,36.90006986373542,21.28937642655453,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8060,2019-01-01,2019,1,MAS,Masco,Industrials,Building Products,36.03,26.7,0.34943820224719113,2.29,15.73,5560000000.0,40000000.0,132.38,690000000.0,6.2523,0.12,0.00449438202247191,0.35393258426966306,2.3603782189179383,1981-06-30,1929,1,16.654444444444444,0.9444926279271466,2022-Q1,2024-Q1,21.42,19.11,48.63,77.97,0.3497085761865113,1.1640299750208158,2.045,4.3149999999999995,0.056758257008048846,0.11976131001942823,0.40646683319456023,1.2837912850402442,12.040876692775072,17.959054353679747,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8061,2019-04-01,2019,2,MAS,Masco,Industrials,Building Products,36.07,36.03,0.0011101859561475358,2.43,14.84,5580000000.0,70000000.0,78.62,720000000.0,7.4242,0.12,0.003330557868442964,0.0044407438245905,0.017881647211069662,1981-06-30,1929,1,18.546666666666667,0.8001437814521927,2022-Q2,2024-Q2,13.47,16.18,48.48,66.18,0.34405322983088427,0.8347657332963683,2.205,4.484999999999999,0.06113113390629332,0.12434155808150817,0.4051843637371775,0.9591072913778764,12.006811972402854,14.396212075461424,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8062,2019-07-01,2019,3,MAS,Masco,Industrials,Building Products,38.44,36.07,0.06570557249792053,2.29,16.78,5500000000.0,20000000.0,239.0,670000000.0,13.0146,0.12,0.0033268644302744664,0.069032436928195,0.3060612116345096,1981-06-30,1929,1,17.548222222222222,0.9562222194081073,2022-Q3,2024-Q3,12.22,22.24,44.97,83.64,0.16987513007284094,1.1758584807492198,2.3649999999999998,4.654999999999999,0.06152445369406868,0.12109781477627471,0.2313995837669096,1.2969562955254945,7.184750367273884,18.09473783366018,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
